Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,49.55500030517578,50.095001220703125,49.55500030517578,50.095001220703125,46.368202209472656,9791200
2018-01-03,50.14500045776367,50.3650016784668,50.1349983215332,50.32500076293945,46.581085205078125,10638000
2018-01-04,50.52000045776367,50.55500030517578,50.22999954223633,50.4900016784668,46.73380661010742,6914800
2018-01-05,50.71500015258789,50.915000915527344,50.599998474121094,50.88999938964844,47.10405731201172,8588800
2018-01-08,50.915000915527344,51.03499984741211,50.849998474121094,50.95000076293945,47.159584045410156,5340000
2018-01-09,51.099998474121094,51.16999816894531,50.880001068115234,51.04999923706055,47.25215148925781,6321800
2018-01-10,50.8650016784668,51.084999084472656,50.744998931884766,51.01499938964844,47.219757080078125,5677800
2018-01-11,51.13999938964844,51.849998474121094,51.09000015258789,51.845001220703125,47.98800277709961,7245400
2018-01-12,51.94499969482422,52.53499984741211,51.880001068115234,52.51499938964844,48.608150482177734,8075600
2018-01-16,52.779998779296875,53.0099983215332,52.005001068115234,52.13999938964844,48.26105499267578,18503200
2018-01-17,52.3849983215332,52.494998931884766,52.060001373291016,52.38999938964844,48.49246597290039,13312200
2018-01-18,52.369998931884766,52.459999084472656,52.209999084472656,52.345001220703125,48.4508171081543,6584600
2018-01-19,52.595001220703125,52.80500030517578,52.435001373291016,52.79999923706055,48.8719482421875,7520800
2018-01-22,52.79499816894531,53.3849983215332,52.75,53.3849983215332,49.4134407043457,15504600
2018-01-23,53.66999816894531,53.900001525878906,53.564998626708984,53.834999084472656,49.829952239990234,8309800
2018-01-24,54.07500076293945,54.380001068115234,53.58000183105469,54.064998626708984,50.042842864990234,12927600
2018-01-25,54.29499816894531,54.334999084472656,53.73500061035156,53.970001220703125,49.95492172241211,10141600
2018-01-26,54.09000015258789,54.5,53.95500183105469,54.5,50.44548034667969,7832600
2018-01-29,54.44499969482422,54.66999816894531,54.22999954223633,54.349998474121094,50.30664825439453,12710400
2018-01-30,53.94499969482422,54.290000915527344,53.77000045776367,54.08000183105469,50.056724548339844,10568200
2018-01-31,54.33000183105469,54.52000045776367,53.790000915527344,53.904998779296875,49.89474868774414,18902200
2018-02-01,53.56999969482422,53.98500061035156,53.2599983215332,53.30500030517578,49.339393615722656,18706800
2018-02-02,53.53499984741211,53.994998931884766,52.68000030517578,52.79499816894531,48.867332458496094,21381400
